competitor_app_id,competitor_title,keyword,ranking,is_typo,volume,score
6740799004,Home AI - Interior Design,remodel ai home renovation,1,False,30,81.75
6740799004,Home AI - Interior Design,ai designer interior design,6,False,30,59.91
6446040791,Remodel AI - Home Design,ai designer:interior design,2,False,30,72.38
6446040791,Remodel AI - Home Design,remodel ai home renovation,2,False,30,72.38
6446040791,Remodel AI - Home Design,ai landscape design free,5,False,30,60.06
6446040791,Remodel AI - Home Design,home decor ai interior design,5,False,30,60.06
6446040791,Remodel AI - Home Design,visualize ai,2,False,29,69.96
6446040791,Remodel AI - Home Design,ai remodel,3,False,29,65.79
6446040791,Remodel AI - Home Design,yard house,4,False,29,61.82
6503702359,AI house design - Renomo,ai exterior home design free,4,False,27,100.0
6747612920,NewHome AI,stylish room,30,False,27,67.48
6740799004,Home AI - Interior Design,ai house design,2,False,27,69.23
6446040791,Remodel AI - Home Design,ai exterior home design free,2,False,27,65.14
6446040791,Remodel AI - Home Design,ai house design,4,False,27,57.56
6446040791,Remodel AI - Home Design,free ai design,4,False,27,57.56
6446040791,Remodel AI - Home Design,homegpt,4,False,27,57.56
6446040791,Remodel AI - Home Design,dec ai home design,5,False,27,54.05
6747612920,NewHome AI,superior vision,30,False,26,64.98
6740799004,Home AI - Interior Design,home decor ai,1,False,26,70.85
6446040791,Remodel AI - Home Design,ai home,2,False,26,62.73
6446040791,Remodel AI - Home Design,reimagine home ai,3,False,26,58.98
6446040791,Remodel AI - Home Design,home ai interior design,5,False,26,52.05
6599855511,AI Home Design - Decor,aı home,14,False,26,64.86
6742654523,AI Home Design - Ruma,reimagine home ai,37,False,26,17.24
6740799004,Home AI - Interior Design,homeaı,4,False,25,56.64
6740799004,Home AI - Interior Design,homeai,5,False,25,53.19
6446040791,Remodel AI - Home Design,renovate ai free,2,False,25,60.31
6742654523,AI Home Design - Ruma,ریما,15,False,25,100.0
6503702359,AI house design - Renomo,provia,6,False,24,78.34
6747612920,NewHome AI,scentiment,50,False,24,7.97
6740799004,Home AI - Interior Design,ai decorator,2,False,24,61.54
6446040791,Remodel AI - Home Design,remodel,1,False,24,61.54
6446040791,Remodel AI - Home Design,ai remodel interior design,4,False,24,51.16
6742654523,AI Home Design - Ruma,ai decorator,31,False,24,27.47
6747612920,NewHome AI,turing vision,51,False,23,6.76
6740799004,Home AI - Interior Design,interior design by home ai,1,False,23,62.68
6503702359,AI house design - Renomo,ai home remodel,21,False,22,25.3
6446040791,Remodel AI - Home Design,home remodel ai free,1,False,22,56.41
6503702359,AI house design - Renomo,ai exterior home design,9,False,21,56.43
6503702359,AI house design - Renomo,home ia,19,False,21,28.06
6740799004,Home AI - Interior Design,ai remodel app,2,False,21,53.85
6446040791,Remodel AI - Home Design,provia visualizer,1,False,21,53.85
6503702359,AI house design - Renomo,ai home exterior,9,False,19,51.05
6503702359,AI house design - Renomo,paint my house exterior,22,False,19,20.25
6747612920,NewHome AI,a9,56,False,19,2.93
6740799004,Home AI - Interior Design,ai home exterior,1,False,19,51.78
6744885843,CozyAI - AI Home Design,collov ai,7,False,19,100.0
6503702359,AI house design - Renomo,house renovation,26,False,18,13.99
6503702359,AI house design - Renomo,ai house exterior,15,False,16,28.55
6503702359,AI house design - Renomo,home renovation ai,17,False,16,24.75
6503702359,AI house design - Renomo,ai outdoor design,22,False,16,17.05
6742654523,AI Home Design - Ruma,ai floor plan creator,41,False,16,7.16
6742654523,AI Home Design - Ruma,decorate ai,48,False,16,3.35
6740799004,Home AI - Interior Design,home ai ai interior design,2,False,15,38.46
6740799004,Home AI - Interior Design,ia home design,22,False,15,9.78
6599855511,AI Home Design - Decor,decorilla,7,False,15,59.84
6742654523,AI Home Design - Ruma,decorilla,44,False,15,4.91
6599855511,AI Home Design - Decor,chairish furniture decor,14,False,14,34.93
6503702359,AI house design - Renomo,home exterior visualizer,22,False,13,13.85
6599855511,AI Home Design - Decor,fenox,20,False,13,21.01
6742654523,AI Home Design - Ruma,ai furniture,39,False,13,7.1
6503702359,AI house design - Renomo,exterior house,5,False,11,38.26
6503702359,AI house design - Renomo,fachada,1,False,5,22.27
6503702359,AI house design - Renomo,fachadas,1,False,5,22.27
6503702359,AI house design - Renomo,planner decohouse,1,False,5,22.27
6503702359,AI house design - Renomo,yard decor,1,False,5,22.27
6503702359,AI house design - Renomo,diseño de exteriores de casas ia,2,False,5,20.96
6503702359,AI house design - Renomo,diseño de exteriores ia,2,False,5,20.96
6503702359,AI house design - Renomo,remodelación de casas,2,True,5,20.96
6503702359,AI house design - Renomo,home landscaping renovation,3,False,5,19.71
6503702359,AI house design - Renomo,remodel dec,3,False,5,19.71
6503702359,AI house design - Renomo,remodelación,3,False,5,19.71
6503702359,AI house design - Renomo,renovation ai home,3,False,5,19.71
6503702359,AI house design - Renomo,ai cas,4,False,5,18.52
6503702359,AI house design - Renomo,apartment renovation,4,False,5,18.52
6503702359,AI house design - Renomo,aremodel home designer,4,False,5,18.52
6503702359,AI house design - Renomo,diseño de exteriores con ia,4,False,5,18.52
6503702359,AI house design - Renomo,exterior renovation,4,False,5,18.52
6503702359,AI house design - Renomo,home exterior,5,False,5,17.39
6503702359,AI house design - Renomo,maison ia,5,False,5,17.39
6503702359,AI house design - Renomo,ai remodel home renovation,6,False,5,16.32
6503702359,AI house design - Renomo,design home remodel,6,False,5,16.32
6503702359,AI house design - Renomo,room remodeling,6,False,5,16.32
6503702359,AI house design - Renomo,room remodeling app,6,False,5,16.32
6503702359,AI house design - Renomo,deco interior design,7,False,5,15.31
6503702359,AI house design - Renomo,exterior decor,7,False,5,15.31
6503702359,AI house design - Renomo,free exterior home design app,7,False,5,15.31
6503702359,AI house design - Renomo,home landscape,7,False,5,15.31
6503702359,AI house design - Renomo,renovate planner,7,False,5,15.31
6503702359,AI house design - Renomo,ai hous,8,False,5,14.35
6503702359,AI house design - Renomo,design ai garden,8,False,5,14.35
6503702359,AI house design - Renomo,diseño de exteriores de casas,8,False,5,14.35
6503702359,AI house design - Renomo,exterior home,8,False,5,14.35
6503702359,AI house design - Renomo,home ai exterior,8,False,5,14.35
6503702359,AI house design - Renomo,ia decoración,8,False,5,14.35
6503702359,AI house design - Renomo,renovate ai exterior,8,False,5,14.35
6503702359,AI house design - Renomo,room decorate interior design,8,False,5,14.35
6747612920,NewHome AI,idrl,1,False,5,100.0
6747612920,NewHome AI,oemis,1,False,5,100.0
6747612920,NewHome AI,zoor,1,False,5,100.0
6747612920,NewHome AI,unyq,2,False,5,94.09
6747612920,NewHome AI,ultimate interior,13,False,5,46.06
6747612920,NewHome AI,room new,15,False,5,40.06
6747612920,NewHome AI,reimagine your,18,False,5,32.29
6747612920,NewHome AI,9apps m,19,False,5,30.0
6747612920,NewHome AI,blinding colrs,19,False,5,30.0
6747612920,NewHome AI,doowalls,19,False,5,30.0
6747612920,NewHome AI,rocollectible,20,False,5,27.84
6747612920,NewHome AI,ai living room,21,False,5,25.82
6747612920,NewHome AI,1500 interiors,22,False,5,23.92
6747612920,NewHome AI,room new photos,23,False,5,22.14
6747612920,NewHome AI,inroom preview,26,False,5,17.44
6747612920,NewHome AI,asfalt 9,28,False,5,14.8
6747612920,NewHome AI,space room new,28,False,5,14.8
6747612920,NewHome AI,cool graphics,29,False,5,13.61
6747612920,NewHome AI,ai room transformation,30,False,5,12.5
6747612920,NewHome AI,alpha 9,32,False,5,10.5
6747612920,NewHome AI,decorate everywhere,35,False,5,8.01
6747612920,NewHome AI,ai apartment render,36,False,5,7.3
6747612920,NewHome AI,ai room render,37,False,5,6.64
6747612920,NewHome AI,w9,37,False,5,6.64
6747612920,NewHome AI,floor room ai,38,False,5,6.03
6747612920,NewHome AI,interior dream ai,38,False,5,6.03
6747612920,NewHome AI,modern living room ai,38,False,5,6.03
6747612920,NewHome AI,change your room,39,False,5,5.47
6747612920,NewHome AI,flyer ai design,39,False,5,5.47
6747612920,NewHome AI,ai apartment redesign,41,False,5,4.48
6747612920,NewHome AI,automatic kitchen layout,41,False,5,4.48
6747612920,NewHome AI,ai floor room,42,False,5,4.04
6747612920,NewHome AI,ai balcony remodel,43,False,5,3.64
6747612920,NewHome AI,ai dining room style,43,False,5,3.64
6747612920,NewHome AI,ai red carpet,43,False,5,3.64
6747612920,NewHome AI,balcony ai,43,False,5,3.64
6747612920,NewHome AI,redesigned,43,False,5,3.64
6747612920,NewHome AI,roomful studio,43,False,5,3.64
6747612920,NewHome AI,ai interior concept,45,False,5,2.94
6747612920,NewHome AI,ai living room transformer,45,False,5,2.94
6747612920,NewHome AI,apdg,45,False,5,2.94
6747612920,NewHome AI,ai bedroom layout,47,False,5,2.35
6747612920,NewHome AI,floor ai room,47,False,5,2.35
6740799004,Home AI - Interior Design,al remodel,1,True,5,13.63
6740799004,Home AI - Interior Design,homedesignsai,1,True,5,13.63
6740799004,Home AI - Interior Design,3d remodel,2,True,5,12.82
6740799004,Home AI - Interior Design,ai inteior design,2,True,5,12.82
6740799004,Home AI - Interior Design,ai interiordesign,2,False,5,12.82
6740799004,Home AI - Interior Design,remidel ai,2,True,5,12.82
6740799004,Home AI - Interior Design,remodal ai,2,True,5,12.82
6740799004,Home AI - Interior Design,remode ai,2,True,5,12.82
6740799004,Home AI - Interior Design,remodel a1,2,True,5,12.82
6740799004,Home AI - Interior Design,remodel ai app,2,False,5,12.82
6740799004,Home AI - Interior Design,remodel al,2,True,5,12.82
6740799004,Home AI - Interior Design,remodel al app,2,True,5,12.82
6740799004,Home AI - Interior Design,remodel all,2,True,5,12.82
6740799004,Home AI - Interior Design,remodel ia,2,True,5,12.82
6740799004,Home AI - Interior Design,remodelai,2,False,5,12.82
6740799004,Home AI - Interior Design,remodle ai,2,True,5,12.82
6740799004,Home AI - Interior Design,temodel ai,2,True,5,12.82
6740799004,Home AI - Interior Design,ai for interior design,3,False,5,12.06
6740799004,Home AI - Interior Design,ai interior desig,3,True,5,12.06
6740799004,Home AI - Interior Design,airemodel,3,False,5,12.06
6740799004,Home AI - Interior Design,aí interior design,3,False,5,12.06
6740799004,Home AI - Interior Design,homedesignai,3,False,5,12.06
6740799004,Home AI - Interior Design,5d home design,4,True,5,11.33
6740799004,Home AI - Interior Design,ar interior design,4,True,5,11.33
6740799004,Home AI - Interior Design,house decor ai,4,True,5,11.33
6740799004,Home AI - Interior Design,ai room redesign,5,True,5,10.64
6740799004,Home AI - Interior Design,home ai app,5,False,5,10.64
6740799004,Home AI - Interior Design,ai for home design,6,False,5,9.98
6740799004,Home AI - Interior Design,ai home design app,6,False,5,9.98
6740799004,Home AI - Interior Design,diy home design,6,True,5,9.98
6740799004,Home AI - Interior Design,prome ai,6,True,5,9.98
6740799004,Home AI - Interior Design,friday article ai,7,False,5,9.36
6599855511,AI Home Design - Decor,ai home design decor,2,False,5,27.31
6599855511,AI Home Design - Decor,arch decor,2,False,5,27.31
6599855511,AI Home Design - Decor,cozy loft decor tips,2,False,5,27.31
6599855511,AI Home Design - Decor,décor,2,False,5,27.31
6599855511,AI Home Design - Decor,industrial dining area decor tips,2,False,5,27.31
6599855511,AI Home Design - Decor,your decor,2,False,5,27.31
6599855511,AI Home Design - Decor,bathroom decor,3,False,5,25.68
6599855511,AI Home Design - Decor,corner decor ideas,3,False,5,25.68
6599855511,AI Home Design - Decor,cozy guest bedroom decor tips,3,False,5,25.68
6599855511,AI Home Design - Decor,decor architecture,3,False,5,25.68
6599855511,AI Home Design - Decor,decor options,3,False,5,25.68
6599855511,AI Home Design - Decor,eclectic entryway decor tips,3,False,5,25.68
6599855511,AI Home Design - Decor,jorny decor,3,False,5,25.68
6599855511,AI Home Design - Decor,kourney decor,3,False,5,25.68
6599855511,AI Home Design - Decor,cozy attic space decor tips,4,False,5,24.13
6599855511,AI Home Design - Decor,decor redesign,4,False,5,24.13
6599855511,AI Home Design - Decor,decorazione giardino,4,False,5,24.13
6599855511,AI Home Design - Decor,jurney decor,4,False,5,24.13
6599855511,AI Home Design - Decor,venue decor theme,4,False,5,24.13
6599855511,AI Home Design - Decor,cozy basement decor tips,5,False,5,22.66
6599855511,AI Home Design - Decor,cozy hallway decor tips,5,False,5,22.66
6599855511,AI Home Design - Decor,decorio,5,False,5,22.66
6599855511,AI Home Design - Decor,mini decor,5,False,5,22.66
6599855511,AI Home Design - Decor,more decor,5,False,5,22.66
6599855511,AI Home Design - Decor,relax decor,5,False,5,22.66
6599855511,AI Home Design - Decor,virtual decor,5,False,5,22.66
6599855511,AI Home Design - Decor,creative decor,6,False,5,21.27
6599855511,AI Home Design - Decor,decor designer,6,False,5,21.27
6599855511,AI Home Design - Decor,decor experience,6,False,5,21.27
6599855511,AI Home Design - Decor,decor try,6,False,5,21.27
6599855511,AI Home Design - Decor,minimalist attic space decor tips,6,False,5,21.27
6599855511,AI Home Design - Decor,unique decor,6,False,5,21.27
6599855511,AI Home Design - Decor,special decor,7,False,5,19.95
6599855511,AI Home Design - Decor,style decor,7,False,5,19.95
6599855511,AI Home Design - Decor,create wall art decor,8,False,5,18.69
6599855511,AI Home Design - Decor,decor skills,8,False,5,18.69
6599855511,AI Home Design - Decor,decor tu casa,8,False,5,18.69
6599855511,AI Home Design - Decor,modern decor,8,False,5,18.69
6599855511,AI Home Design - Decor,toddler decor,8,False,5,18.69
6599855511,AI Home Design - Decor,decor brands,9,False,5,17.51
6599855511,AI Home Design - Decor,decor mystery,9,False,5,17.51
6599855511,AI Home Design - Decor,decor redecor,9,False,5,17.51
6599855511,AI Home Design - Decor,decor renovation,9,False,5,17.51
6746599956,Decofy:AI House Design Planner,create deco,3,False,5,100.0
6746599956,Decofy:AI House Design Planner,ai hous,13,False,5,52.06
6746599956,Decofy:AI House Design Planner,cogent design,13,False,5,52.06
6746599956,Decofy:AI House Design Planner,déco plan,20,False,5,31.47
6746599956,Decofy:AI House Design Planner,ñ exterio planner,21,False,5,29.18
6746599956,Decofy:AI House Design Planner,déco murale,25,False,5,21.37
6746599956,Decofy:AI House Design Planner,design your own buisness,26,False,5,19.71
6746599956,Decofy:AI House Design Planner,desings,29,True,5,15.38
6746599956,Decofy:AI House Design Planner,designed exclusively,32,False,5,11.87
6746599956,Decofy:AI House Design Planner,designer sublimation,37,False,5,7.51
6746599956,Decofy:AI House Design Planner,aria anthem ditty,38,False,5,6.82
6746599956,Decofy:AI House Design Planner,ravey,39,False,5,6.19
6746599956,Decofy:AI House Design Planner,article friday,40,False,5,5.6
6746599956,Decofy:AI House Design Planner,aria anthem carol,41,False,5,5.06
6746599956,Decofy:AI House Design Planner,transform your space,41,False,5,5.06
6746599956,Decofy:AI House Design Planner,friday article,45,False,5,3.32
6746599956,Decofy:AI House Design Planner,chambre ai déco design intérieur,48,False,5,2.37
6746599956,Decofy:AI House Design Planner,design your space,48,False,5,2.37
6746599956,Decofy:AI House Design Planner,suelio,48,False,5,2.37
6746599956,Decofy:AI House Design Planner,eglaf,51,False,5,1.66
6746599956,Decofy:AI House Design Planner,houses planner,51,False,5,1.66
6746599956,Decofy:AI House Design Planner,تصميم غرف ai,51,False,5,1.66
6746599956,Decofy:AI House Design Planner,ai تصميم منزل,52,False,5,1.47
6746599956,Decofy:AI House Design Planner,rocollectible,52,False,5,1.47
6746599956,Decofy:AI House Design Planner,تصميم منزلي ai,52,False,5,1.47
6746599956,Decofy:AI House Design Planner,ai design تصميم منزل,53,False,5,1.29
6746599956,Decofy:AI House Design Planner,curated conversations,53,False,5,1.29
6746599956,Decofy:AI House Design Planner,deco murale,54,False,5,1.14
6746599956,Decofy:AI House Design Planner,xoana,54,False,5,1.14
6746599956,Decofy:AI House Design Planner,designer ai house,55,False,5,1.0
6746599956,Decofy:AI House Design Planner,expert curated,55,False,5,1.0
6746599956,Decofy:AI House Design Planner,modern apartment planner,55,False,5,1.0
6746599956,Decofy:AI House Design Planner,تصاميم ذكاء اصطناعي,56,False,5,0.87
6746599956,Decofy:AI House Design Planner,design space maker,59,False,5,0.57
6746599956,Decofy:AI House Design Planner,designers discover,59,False,5,0.57
6746599956,Decofy:AI House Design Planner,entryway,59,False,5,0.57
6746599956,Decofy:AI House Design Planner,غرف ai,60,False,5,0.49
6746599956,Decofy:AI House Design Planner,ai house designn,62,False,5,0.36
6746599956,Decofy:AI House Design Planner,arquitetura e design gratis,62,False,5,0.36
6746599956,Decofy:AI House Design Planner,design secrets,64,False,5,0.26
6746599956,Decofy:AI House Design Planner,منزل ai,64,False,5,0.26
6746599956,Decofy:AI House Design Planner,decohouse,66,False,5,0.19
6746599956,Decofy:AI House Design Planner,ai decor ideas,67,False,5,0.16
6746599956,Decofy:AI House Design Planner,humanify human design,67,False,5,0.16
6746599956,Decofy:AI House Design Planner,designer house ai,68,False,5,0.13
6746599956,Decofy:AI House Design Planner,instant design,68,False,5,0.13
6746599956,Decofy:AI House Design Planner,modern design,68,False,5,0.13
6746599956,Decofy:AI House Design Planner,design bundles,69,False,5,0.11
6746599956,Decofy:AI House Design Planner,real designer,69,False,5,0.11
6746599956,Decofy:AI House Design Planner,personalize your space with ai,70,False,5,0.09
6744885843,CozyAI - AI Home Design,my room colovisualizer,7,False,5,26.32
6744885843,CozyAI - AI Home Design,home stage,10,False,5,21.62
6744885843,CozyAI - AI Home Design,collav,11,True,5,20.21
6744885843,CozyAI - AI Home Design,collov,11,False,5,20.21
6744885843,CozyAI - AI Home Design,collovgpt,11,True,5,20.21
6744885843,CozyAI - AI Home Design,virtual renovation,16,False,5,14.29
6744885843,CozyAI - AI Home Design,my room colvisualizer,34,False,5,3.36
6744885843,CozyAI - AI Home Design,ai stage,35,False,5,3.07
6744885843,CozyAI - AI Home Design,flavr,43,False,5,1.39
6744885843,CozyAI - AI Home Design,corner sofa,51,False,5,0.56
6744885843,CozyAI - AI Home Design,cogent design,53,False,5,0.44
6744885843,CozyAI - AI Home Design,my room covisualizer,60,False,5,0.17
6744885843,CozyAI - AI Home Design,design inv,66,False,5,0.06
6744885843,CozyAI - AI Home Design,renovate ai home,67,False,5,0.05
6744885843,CozyAI - AI Home Design,remodel home renovation,69,False,5,0.04
6744885843,CozyAI - AI Home Design,room covisualizer,69,False,5,0.04
6744885843,CozyAI - AI Home Design,design remodelé ai,70,False,5,0.03
6744885843,CozyAI - AI Home Design,home design renovation,70,False,5,0.03
6744885843,CozyAI - AI Home Design,plane room ai,71,False,5,0.02
6744885843,CozyAI - AI Home Design,article friday,94,False,5,0.0
6744885843,CozyAI - AI Home Design,decor ai decorator,81,False,5,0.0
6744885843,CozyAI - AI Home Design,decorate everywhere,78,False,5,0.0
6744885843,CozyAI - AI Home Design,designer ai home,95,False,5,0.0
6744885843,CozyAI - AI Home Design,friday article,98,False,5,0.0
6744885843,CozyAI - AI Home Design,home room ai,93,False,5,0.0
6744885843,CozyAI - AI Home Design,my room cvisualizer,82,False,5,0.0
6744885843,CozyAI - AI Home Design,room ai home,78,False,5,0.0
6744885843,CozyAI - AI Home Design,sweet design room,96,False,5,0.0
6744885843,CozyAI - AI Home Design,transform your space,95,False,5,0.0
6742654523,AI Home Design - Ruma,rocollectible,5,False,5,38.98
6742654523,AI Home Design - Ruma,elegantly designed,9,False,5,30.11
6742654523,AI Home Design - Ruma,my renova,11,False,5,26.35
6742654523,AI Home Design - Ruma,blinding colrs,15,False,5,20.0
6742654523,AI Home Design - Ruma,chambre ai déco design intérieur,17,False,5,17.34
6742654523,AI Home Design - Ruma,ultimate interior,18,False,5,16.12
6742654523,AI Home Design - Ruma,jjk screen,21,False,5,12.89
6742654523,AI Home Design - Ruma,reimagine your,21,False,5,12.89
6742654523,AI Home Design - Ruma,ai balcony style,22,False,5,11.94
6742654523,AI Home Design - Ruma,ai balcony generator,24,False,5,10.22
6742654523,AI Home Design - Ruma,eglaf,24,False,5,10.22
6742654523,AI Home Design - Ruma,instant design,24,False,5,10.22
6742654523,AI Home Design - Ruma,design aı home,26,False,5,8.71
6742654523,AI Home Design - Ruma,ai visitenkarten,27,False,5,8.03
6742654523,AI Home Design - Ruma,friday article,27,False,5,8.03
6742654523,AI Home Design - Ruma,modern apartment planner,27,False,5,8.03
6742654523,AI Home Design - Ruma,stunning designs,27,False,5,8.03
6742654523,AI Home Design - Ruma,ai balcony remodel,28,False,5,7.39
6742654523,AI Home Design - Ruma,corner room design,28,False,5,7.39
6742654523,AI Home Design - Ruma,modern bedroom tool,28,False,5,7.39
6742654523,AI Home Design - Ruma,ruma,28,False,5,7.39
6742654523,AI Home Design - Ruma,ai apartment redesign,29,False,5,6.79
6742654523,AI Home Design - Ruma,ai dining room planner,29,False,5,6.79
6742654523,AI Home Design - Ruma,ai room visualizer,29,False,5,6.79
6742654523,AI Home Design - Ruma,apdg,29,False,5,6.79
6742654523,AI Home Design - Ruma,modern living room ai,30,False,5,6.24
6742654523,AI Home Design - Ruma,programming prat,30,False,5,6.24
6742654523,AI Home Design - Ruma,ai bedroom layout,31,False,5,5.72
6742654523,AI Home Design - Ruma,ai decorate,31,False,5,5.72
6742654523,AI Home Design - Ruma,ai apartment render,32,False,5,5.24
6742654523,AI Home Design - Ruma,ai living room,32,False,5,5.24
6742654523,AI Home Design - Ruma,curated conversations,32,False,5,5.24
6742654523,AI Home Design - Ruma,curtain ai,32,False,5,5.24
6742654523,AI Home Design - Ruma,ai innenarchitektur,33,False,5,4.8
6742654523,AI Home Design - Ruma,cozy basement style guide,33,False,5,4.8
6742654523,AI Home Design - Ruma,bedroom ai designer,34,False,5,4.38
6742654523,AI Home Design - Ruma,doowalls,34,False,5,4.38
6742654523,AI Home Design - Ruma,interiors enjoy,34,False,5,4.38
6742654523,AI Home Design - Ruma,ai living room style,35,False,5,4.0
6742654523,AI Home Design - Ruma,apartment design with ai,35,False,5,4.0
6742654523,AI Home Design - Ruma,cozy attic space ai suggestions,35,False,5,4.0
6742654523,AI Home Design - Ruma,balcony ai planner,36,False,5,3.64
